"","inf_times","inf_dist"
"1",0,9229.20043347403
"2",0,3648.54897605255
"3",0,7334.81273520738
"4",0,2398.69780139998
"5",0,3257.45478272438
"6",0,9502.44796928018
"7",0,7976.33841400966
"8",0,1305.875510443
"9",0,4304.90994825959
"10",0,1688.03053442389
"11",0,697.778954636306
"12",0,8528.69947440922
"13",0,7857.11405798793
"14",0,7555.13173295185
"15",0,5781.89416090026
"16",0,9052.886411082
"17",0,1593.26016670093
"18",0,7046.51304753497
"19",0,9830.56327095255
"20",0,4962.38630264997
"21",0,6738.1626390852
"22",0,553.501553367823
"23",0,538.547814358026
"24",0,5599.67794455588
"25",0,1617.1059012413
"26",0,647.046209778637
"27",0,1569.18775755912
"28",0,1942.67670391127
"29",0,5690.28065074235
"30",0,1495.5366612412
"31",0,4310.49697333947
"32",0,2742.86452913657
"33",0,3546.74890870228
"34",0,5932.67348827794
"35",0,9017.58658001199
"36",0,3950.50889579579
"37",0,2081.96983905509
"38",0,2284.3439085409
"39",0,2646.39009488747
"40",0,3920.57758523151
"41",0,9738.8196690008
"42",0,1652.13878266513
"43",0,347.046125680208
"44",0,8229.90433778614
"45",0,2046.13277455792
"46",0,4336.45009528846
"47",0,9520.49710787833
"48",0,1757.9679726623
"49",0,6824.33342095464
"50",0,9127.86531029269
"51",0,3596.96327708662
"52",0,2509.29917907342
"53",0,3293.09545224532
"54",0,3106.9819140248
"55",0,8935.30763452873
"56",0,9050.22724764422
"57",0,5112.52231197432
"58",0,1445.64513117075
"59",0,4041.15403536707
"60",0,9541.41463618726
"61",0,5741.92326283082
"62",0,7385.15946082771
"63",0,7028.90357235447
"64",0,2388.74521804973
"65",0,8490.36418367177
"66",0,2386.76753127947
"67",0,2007.93646974489
"68",0,3657.26928925142
"69",0,5425.43473653495
"70",0,7346.52668004856
"71",0,11.4467879757285
"72",0,9267.8888537921
"73",0,6473.22354372591
"74",0,9680.98494922742
"75",0,5517.99925044179
"76",0,2781.92887781188
"77",0,2510.85076946765
"78",0,3527.11442392319
"79",0,7173.76604443416
"80",0,6303.34665765986
"81",0,6935.34473422915
"82",0,7088.62449042499
"83",0,724.208694882691
"84",0,6886.82757550851
"85",0,603.718643542379
"86",0,3135.78814733773
"87",0,783.419071231037
"88",0,1671.50685330853
"89",0,3360.55174469948
"90",0,8106.68034013361
"91",0,401.519681327045
"92",0,9604.23029959202
"93",0,8125.98730437458
"94",0,8475.07343860343
"95",0,980.018528643996
"96",0,6435.38473173976
"97",0,1446.62618637085
"98",0,7246.65209418163
"99",0,4869.21074567363
"100",0,1472.70557936281
"101",0,4803.55188949034
"102",0,6709.36254784465
"103",0,1882.23637407646
"104",0,2847.78108587489
"105",0,760.107960086316
"106",0,756.065556779504
"107",0,5221.44380258396
"108",0,338.055761530995
"109",0,3201.43347140402
"110",0,4537.70654276013
"111",0,5426.85963679105
"112",0,6521.75582712516
"113",0,942.48790293932
"114",0,3037.27057063952
"115",0,4415.99025158212
"116",0,4380.09581528604
"117",0,6768.69167247787
"118",0,6284.73618300632
"119",0,1186.55466241762
"120",0,8484.14464620873
"121",0,8777.80838869512
"122",0,2773.45378883183
"123",0,1194.86415525898
"124",0,2795.01218814403
"125",0,2238.23262145743
"126",0,9407.45172323659
"127",0,9996.88584124669
"128",0,1535.38450831547
"129",0,5717.21387794241
"130",0,1604.58717960864
"131",0,4528.14370859414
"132",0,641.375929117203
"133",0,5195.65306138247
"134",0,6785.91642528772
"135",0,6965.09645320475
"136",0,2926.35477846488
"137",0,786.324443761259
"138",0,754.28006472066
"139",0,6279.06292676926
"140",0,6004.99278167263
"141",0,5291.68462380767
"142",0,9595.66781064495
"143",0,4867.86105204374
"144",0,8447.3816677928
"145",0,4928.53065952659
"146",0,281.590179074556
"147",0,7719.55096162856
"148",0,5528.04218605161
"149",0,3843.95000524819
"150",0,4565.06264163181
"151",0,9094.23950593919
"152",0,8535.39507836103
"153",0,6022.3157540895
"154",0,5920.20319774747
"155",0,4939.61020838469
"156",0,1960.59430250898
"157",0,5516.48170221597
"158",0,6747.82230053097
"159",0,7546.00830376148
"160",0,5106.11827485263
"161",0,874.611418694258
"162",0,7745.82258658484
"163",0,3764.08813288435
"164",0,3486.73349944875
"165",0,7243.5541683808
"166",0,2795.54799199104
"167",0,6407.00158197433
"168",0,6375.54112123325
"169",0,8674.44632342085
"170",0,7974.61997019127
"171",0,1954.21112002805
"172",0,850.530974566936
"173",0,3831.62401616573
"174",0,3928.93069190904
"175",0,7409.51734827831
"176",0,3224.51657149941
"177",0,9530.98349040374
"178",0,3709.18154018
"179",0,588.938395958394
"180",0,7889.59812605754
"181",0,781.799284741282
"182",0,3563.549190294
"183",0,1483.55686338618
"184",0,4513.34801036865
"185",0,5736.95987695828
"186",0,3813.95478500053
"187",0,4533.43904344365
"188",0,365.768347401172
"189",0,5868.76400280744
"190",0,6709.95632186532
"191",0,1918.64200867712
"192",0,3397.1172128804
"193",0,5577.91308499873
"194",0,1895.01615008339
"195",0,1561.44104432315
"196",0,6896.46555343643
"197",0,2206.35688165203
"198",0,3221.09505068511
"199",0,4727.77540329844
"200",0,5065.17715286463
"201",0,3326.72185497358
"202",0,869.989737402648
"203",0,4789.25585746765
"204",0,7929.37475256622
"205",0,7952.66903471202
"206",0,3640.74354991317
"207",0,8788.1034030579
